 ['c_000000000699', 'polyA_site_00006_+_readcount_7', 'ORF_000009', '+', 'no'],
 ['c_000000000665', 'polyA_site_04967_-_readcount_1', 'ORF_003414', '-', 'no'],
 ['c_000000000665', 'polyA_site_04968_-_readcount_8', 'ORF_003418', '-', 'no'],
 ['c_000000000665', 'polyA_site_04969_-_readcount_13', 'ORF_003423', '-', 'no'],
 ['c_000000000665', 'polyA_site_04970_-_readcount_102', 'FUN_006751', '-', 'no'],
 ['c_000000000665', 'polyA_site_04971_-_readcount_1', 'ORF_003426-a', '-', 'no'],
 ['c_000000000665', 'polyA_site_04972_-_readcount_2', 'ORF_003427', '-', 'no'],
 ['c_000000000665', 'polyA_site_04973_-_readcount_1', 'ORF_003428', '-', 'no'],
 ['c_000000000665', 'polyA_site_04974_-_readcount_3', 'ORF_003429', '-', 'no'],
 ['c_000000000665', 'polyA_site_04975_-_readcount_3', 'ORF_003432', '-', 'no'],
 ['c_000000000665', 'polyA_site_04976_-_readcount_1', 'ORF_003433', '-', 'no'],
 ['c_000000000665', 'polyA_site_04977_-_readcount_252', 'ORF_003433', '-', 'no'],
 ['c_000000000665', 'polyA_site_04978_-_readcount_4', 'ORF_003433', '-', 'no'],
 ['c_000000000665', 'polyA_site_04979_-_readcount_17', 'ORF_003434', '-', 'no'],
 ['c_000000000665', 'polyA_site_04980_-_readcount_4', 'ORF_003435', '-', 'no'],
 ['c_000000000665', 'polyA_site_04981_-_readcount_22', 'ORF_003436', '-', 'no'],
 ['c_000000000665', 'polyA_site_04982_-_readcount_7', 'ORF_003437', '-', 'no'],
 ['c_000000000665', 'polyA_site_04983_-_readcount_2', 'ORF_003437', '-', 'no'],
 ['c_000000000665', 'polyA_site_04984_-_readcount_1', 'FUN_006768', '-', 'no'],
 ['c_000000000665', 'polyA_site_04985_-_readcount_120', 'ORF_003440', '-', 'no'],
 ['c_000000000665', 'polyA_site_04986_-_readcount_8', 'ORF_003443', '-', 'no'],
 ['c_000000000665', 'polyA_site_04987_-_readcount_3', 'ORF_003444', '-', 'no'],
 ['c_000000000665', 'polyA_site_04988_-_readcount_1', 'FUN_006781', '-', 'no'],
 ['c_000000000665', 'polyA_site_04989_-_readcount_1', 'ORF_003445', '-', 'no'],
 ['c_000000000665', 'polyA_site_04990_-_readcount_1', 'ORF_003448', '-', 'no'],
 ['c_000000000665', 'polyA_site_04991_-_readcount_8', 'ORF_003448', '-', 'no'],
 ['c_000000000665', 'polyA_site_04992_-_readcount_28', 'ORF_003450', '-', 'no'],
 ['c_000000000665', 'polyA_site_04993_-_readcount_1', 'FUN_006800', '-', 'no'],
 ['c_000000000665', 'polyA_site_04994_-_readcount_3', 'ORF_003461', '-', 'no'],
 ['c_000000000665', 'polyA_site_04995_-_readcount_5', 'ORF_003461', '-', 'no'],
 ['c_000000000665', 'polyA_site_04996_-_readcount_3', 'ORF_003465', '-', 'no'],
 ['c_000000000665', 'polyA_site_04997_-_readcount_7', 'ORF_003466', '-', 'no'],
 ['c_000000000665', 'polyA_site_04998_-_readcount_9', 'ORF_003467', '-', 'no'],
 ['c_000000000665', 'polyA_site_04999_-_readcount_22', 'ORF_003469', '-', 'no'],
 ['c_000000000665', 'polyA_site_05000_-_readcount_80', 'ORF_003473', '-', 'no'],
 ['c_000000000665', 'polyA_site_05001_-_readcount_2', 'ORF_003473', '-', 'no'],
 ['c_000000000665', 'polyA_site_05002_-_readcount_1', 'ORF_003474-a', '-', 'no'],
 ['c_000000000665', 'polyA_site_05004_-_readcount_1', 'ORF_003478', '-', 'no'],
 ['c_000000000665', 'polyA_site_05005_-_readcount_1', 'ORF_003480', '-', 'no'],
 ['c_000000000665', 'polyA_site_05006_-_readcount_2', 'ORF_003487', '-', 'no'],
 ['c_000000000665', 'polyA_site_05007_-_readcount_8', 'ORF_003488-9', '-', 'no'],
 ['c_000000000665', 'polyA_site_05008_-_readcount_42', 'ORF_003500', '-', 'no'],
 ['c_000000000665', 'polyA_site_05009_-_readcount_46', 'ORF_003503', '-', 'no'],
 ['c_000000000665', 'polyA_site_05010_-_readcount_76', 'ORF_003503', '-', 'no'],
 ['c_000000000665', 'polyA_site_05011_-_readcount_28', 'ORF_003515', '-', 'no'],
 ['c_000000000665', 'polyA_site_05012_-_readcount_3', 'ORF_003515', '-', 'no'],
 ['c_000000000665', 'polyA_site_05013_-_readcount_1', 'ORF_003519', '-', 'no'],
 ['c_000000000665', 'polyA_site_05014_-_readcount_3', 'ORF_003526', '-', 'no'],
 ['c_000000000665', 'polyA_site_05016_-_readcount_4', 'ORF_003534', '-', 'no'],
 ['c_000000000665', 'polyA_site_05017_-_readcount_1', 'ORF_003535', '-', 'no'],
 ['c_000000000016', 'polyA_site_05018_-_readcount_5', 'ORF_003543', '-', 'no'],
 ['c_000000000016', 'polyA_site_05019_-_readcount_7', 'ORF_003543', '-', 'no'],
 ['c_000000000016', 'polyA_site_05020_-_readcount_1', 'ORF_003544', '-', 'no'],
 ['c_000000000016', 'polyA_site_05021_-_readcount_52', 'ORF_003547', '-', 'no'],
 ['c_000000000016', 'polyA_site_05022_-_readcount_3', 'ORF_003550-b', '-', 'no'],
 ['c_000000000016', 'polyA_site_05023_-_readcount_4', 'ORF_003553', '-', 'no'],
 ['c_000000000016', 'polyA_site_05024_-_readcount_11', 'ORF_003553', '-', 'no'],
 ['c_000000000016', 'polyA_site_05025_-_readcount_3', 'ORF_003556', '-', 'no'],
 ['c_000000000016', 'polyA_site_05026_-_readcount_1', 'ORF_003559', '-', 'no'],
 ['c_000000000016', 'polyA_site_05027_-_readcount_1', 'ORF_003560', '-', 'no'],
 ['c_000000000016', 'polyA_site_05028_-_readcount_25', 'ORF_003562', '-', 'no'],
 ['c_000000000016', 'polyA_site_05029_-_readcount_1', 'ORF_003563', '-', 'no'],
 ['c_000000000016', 'polyA_site_05030_-_readcount_4', 'ORF_003567-a', '-', 'no'],
 ['c_000000000016', 'polyA_site_05031_-_readcount_187', 'ORF_003571', '-', 'no'],
 ['c_000000000016', 'polyA_site_05032_-_readcount_1', 'ORF_003571', '-', 'no'],
 ['c_000000000016', 'polyA_site_05033_-_readcount_54', 'ORF_003575', '-', 'no'],
 ['c_000000000016', 'polyA_site_05034_-_readcount_3', 'ORF_003579', '-', 'no'],
 ['c_000000000016', 'polyA_site_05035_-_readcount_5', 'FUN_004110', '-', 'no'],
 ['c_000000000016', 'polyA_site_05036_-_readcount_25', 'ORF_003582', '-', 'no'],
 ['c_000000000016', 'polyA_site_05037_-_readcount_1', 'ORF_003582', '-', 'no'],
 ['c_000000000016', 'polyA_site_05038_-_readcount_7', 'ORF_003583', '-', 'no'],
 ['c_000000000016', 'polyA_site_05039_-_readcount_8', 'FUN_004114', '-', 'no'],
 ['c_000000000016', 'polyA_site_05040_-_readcount_5', 'ORF_003585', '-', 'no'],
 ['c_000000000016', 'polyA_site_05042_-_readcount_8', 'ORF_003588', '-', 'no'],
 ['c_000000000016', 'polyA_site_05043_-_readcount_8', 'ORF_003590', '-', 'no'],
 ['c_000000000016', 'polyA_site_05044_-_readcount_80', 'ORF_003592', '-', 'no'],
 ['c_000000000016', 'polyA_site_05045_-_readcount_1', 'ORF_003597', '-', 'no'],
 ['c_000000000016', 'polyA_site_05046_-_readcount_74', 'ORF_003598', '-', 'no'],
 ['c_000000000016', 'polyA_site_05047_-_readcount_47', 'ORF_003602-a', '-', 'no'],
 ['c_000000000016', 'polyA_site_05048_-_readcount_1', 'ORF_003602-a', '-', 'no'],
 ['c_000000000016', 'polyA_site_05049_-_readcount_1', 'ORF_003602', '-', 'no'],
 ['c_000000000016', 'polyA_site_05050_-_readcount_7', 'ORF_003605', '-', 'no'],
 ['c_000000000016', 'polyA_site_05051_-_readcount_1', 'ORF_003605', '-', 'no'],
 ['c_000000000016', 'polyA_site_05052_-_readcount_1', 'ORF_003608', '-', 'no'],
 ['c_000000000016', 'polyA_site_05053_-_readcount_1', 'ORF_003609', '-', 'no'],
 ['c_000000000016', 'polyA_site_05054_-_readcount_10', 'ORF_003610', '-', 'no'],
 ['c_000000000016', 'polyA_site_05055_-_readcount_8', 'ORF_003617', '-', 'no'],
 ['c_000000000016', 'polyA_site_05056_-_readcount_31', 'ORF_003617', '-', 'no'],
 ['c_000000000016', 'polyA_site_05057_-_readcount_3', 'ORF_003617', '-', 'no'],
 ['c_000000000016', 'polyA_site_05058_-_readcount_3', 'ORF_003620', '-', 'no'],
 ['c_000000000016', 'polyA_site_05059_-_readcount_1', 'ORF_003620', '-', 'no'],
 ['c_000000000016', 'polyA_site_05060_-_readcount_4', 'ORF_003623', '-', 'no'],
 ['c_000000000016', 'polyA_site_05061_-_readcount_18', 'ORF_003624', '-', 'no'],
 ['c_000000000016', 'polyA_site_05062_-_readcount_1', 'ORF_003624', '-', 'no'],
 ['c_000000000016', 'polyA_site_05063_-_readcount_59', 'ORF_003624-b', '-', 'no'],
 ['c_000000000016', 'polyA_site_05065_-_readcount_3', 'ORF_003635', '-', 'no'],
 ['c_000000000016', 'polyA_site_05067_-_readcount_1', 'ORF_003640', '-', 'no'],
 ['c_000000000016', 'polyA_site_05068_-_readcount_5', 'ORF_003650', '-', 'no'],
 ['c_000000000016', 'polyA_site_05069_-_readcount_5', 'ORF_003651', '-', 'no'],
 ['c_000000000016', 'polyA_site_05071_-_readcount_2', 'ORF_003652', '-', 'no'],
 ['c_000000000016', 'polyA_site_05072_-_readcount_1', 'FUN_004209', '-', 'no'],
 ['c_000000000016', 'polyA_site_05073_-_readcount_1', 'ORF_003661', '-', 'no'],
 ['c_000000000016', 'polyA_site_05074_-_readcount_20', 'ORF_003662', '-', 'no'],
 ['c_000000000016', 'polyA_site_05075_-_readcount_11', 'ORF_003664', '-', 'no'],
 ['c_000000000016', 'polyA_site_05076_-_readcount_4', 'ORF_003665', '-', 'no'],
 ['c_000000000016', 'polyA_site_05077_-_readcount_71', 'ORF_003668', '-', 'no'],
 ['c_000000000016', 'polyA_site_05078_-_readcount_2', 'ORF_003668', '-', 'no'],
 ['c_000000000016', 'polyA_site_05079_-_readcount_1', 'ORF_003669', '-', 'no'],
 ['c_000000000016', 'polyA_site_05080_-_readcount_4', 'ORF_003670', '-', 'no'],
 ['c_000000000016', 'polyA_site_05081_-_readcount_26', 'ORF_003672', '-', 'no'],
 ['c_000000000016', 'polyA_site_05082_-_readcount_4', 'ORF_003673', '-', 'no'],
 ['c_000000000016', 'polyA_site_05083_-_readcount_1', 'ORF_003674', '-', 'no'],
 ['c_000000000016', 'polyA_site_05084_-_readcount_1', 'FUN_004228', '-', 'no'],
 ['c_000000000016', 'polyA_site_05085_-_readcount_1', 'ORF_003676', '-', 'no'],
 ['c_000000000016', 'polyA_site_05086_-_readcount_14', 'ORF_003677', '-', 'no'],
 ['c_000000000016', 'polyA_site_05087_-_readcount_2', 'ORF_003679', '-', 'no'],
 ['c_000000000016', 'polyA_site_05088_-_readcount_3', 'ORF_003681', '-', 'no'],
 ['c_000000000016', 'polyA_site_05089_-_readcount_1', 'ORF_003681', '-', 'no'],
 ['c_000000000016', 'polyA_site_05090_-_readcount_67', 'ORF_003686', '-', 'no'],
 ['c_000000000016', 'polyA_site_05091_-_readcount_1', 'ORF_003686', '-', 'no'],
 ['c_000000000016', 'polyA_site_05092_-_readcount_122', 'ORF_003690', '-', 'no'],
 ['c_000000000016', 'polyA_site_05093_-_readcount_13', 'ORF_003690', '-', 'no'],
 ['c_000000000016', 'polyA_site_05094_-_readcount_1', 'ORF_003696', '-', 'no'],
 ['c_000000000016', 'polyA_site_05095_-_readcount_26', 'ORF_003701', '-', 'no'],
 ['c_000000000016', 'polyA_site_05096_-_readcount_4', 'ORF_003701', '-', 'no'],
 ['c_000000000016', 'polyA_site_05097_-_readcount_10', 'ORF_003702', '-', 'no'],
 ['c_000000000016', 'polyA_site_05098_-_readcount_27', 'ORF_003708', '-', 'no'],
 ['c_000000000016', 'polyA_site_05101_-_readcount_2', 'ORF_003715', '-', 'no'],
 ['c_000000000016', 'polyA_site_05102_-_readcount_7', 'ORF_003719', '-', 'no'],
 ['c_000000000016', 'polyA_site_05103_-_readcount_3', 'ORF_003720', '-', 'no'],
 ['c_000000000016', 'polyA_site_05104_-_readcount_9', 'ORF_003722', '-', 'no'],
 ['c_000000000016', 'polyA_site_05105_-_readcount_3', 'ORF_003722', '-', 'no'],
 ['c_000000000016', 'polyA_site_05106_-_readcount_1', 'ORF_003724', '-', 'no'],
 ['c_000000000016', 'polyA_site_05107_-_readcount_47', 'ORF_003724', '-', 'no'],
 ['c_000000000016', 'polyA_site_05108_-_readcount_1', 'ORF_003724', '-', 'no'],
 ['c_000000000016', 'polyA_site_05109_-_readcount_1', 'ORF_003724', '-', 'no'],
 ['c_000000000016', 'polyA_site_05110_-_readcount_1', 'ORF_003724', '-', 'no'],
 ['c_000000000016', 'polyA_site_05111_-_readcount_3', 'ORF_003725', '-', 'no'],
 ['c_000000000016', 'polyA_site_05112_-_readcount_1', 'ORF_003726', '-', 'no'],
 ['c_000000000016', 'polyA_site_05113_-_readcount_9', 'ORF_003730', '-', 'no'],
 ['c_000000000016', 'polyA_site_05114_-_readcount_1', 'ORF_003738', '-', 'no'],
 ['c_000000000016', 'polyA_site_05115_-_readcount_12', 'ORF_003738', '-', 'no'],
 ['c_000000000016', 'polyA_site_05116_-_readcount_8', 'ORF_003740', '-', 'no'],
 ['c_000000000016', 'polyA_site_05117_-_readcount_1', 'ORF_003742-a', '-', 'no'],
 ['c_000000000016', 'polyA_site_05118_-_readcount_1', 'ORF_003742-a', '-', 'no'],
 ['c_000000000016', 'polyA_site_05119_-_readcount_3', 'ORF_003742', '-', 'no'],
 ['c_000000000016', 'polyA_site_05120_-_readcount_2', 'ORF_003744', '-', 'no'],
 ['c_000000000016', 'polyA_site_05121_-_readcount_3', 'FUN_004306', '-', 'no'],
 ['c_000000000016', 'polyA_site_05122_-_readcount_12', 'ORF_003747', '-', 'no'],
 ['c_000000000016', 'polyA_site_05123_-_readcount_1', 'ORF_003747', '-', 'no'],
 ['c_000000000016', 'polyA_site_05124_-_readcount_1', 'ORF_003748', '-', 'no'],
 ['c_000000000016', 'polyA_site_05126_-_readcount_9', 'ORF_003756', '-', 'no'],
 ['c_000000000016', 'polyA_site_05127_-_readcount_1', 'ORF_003756', '-', 'no'],
 ['c_000000000016', 'polyA_site_05129_-_readcount_1', 'ORF_003762', '-', 'no'],
 ['c_000000000016', 'polyA_site_05130_-_readcount_4', 'ORF_003763', '-', 'no'],
 ['c_000000000016', 'polyA_site_05131_-_readcount_1', 'ORF_003763', '-', 'no'],
 ['c_000000000016', 'polyA_site_05132_-_readcount_4', 'ORF_003766', '-', 'no'],
 ['c_000000000016', 'polyA_site_05133_-_readcount_4', 'ORF_003772', '-', 'no'],
 ['c_000000000016', 'polyA_site_05135_-_readcount_12', 'ORF_003773', '-', 'no'],
 ['c_000000000016', 'polyA_site_05136_-_readcount_1', 'ORF_003775', '-', 'no'],
 ['c_000000000016', 'polyA_site_05137_-_readcount_4', 'ORF_003776', '-', 'no'],
 ['c_000000000016', 'polyA_site_05138_-_readcount_3', 'ORF_003780', '-', 'no'],
 ['c_000000000016', 'polyA_site_05139_-_readcount_1', 'ORF_003781', '-', 'no'],
 ['c_000000000016', 'polyA_site_05140_-_readcount_2', 'ORF_003784', '-', 'no'],
 ['c_000000000016', 'polyA_site_05141_-_readcount_13', 'ORF_003784', '-', 'no'],
 ['c_000000000016', 'polyA_site_05142_-_readcount_5', 'ORF_003784', '-', 'no'],
 ['c_000000000016', 'polyA_site_05144_-_readcount_6', 'ORF_003788', '-', 'no'],
 ['c_000000000016', 'polyA_site_05145_-_readcount_1', 'ORF_003788', '-', 'no'],
 ['c_000000000016', 'polyA_site_05147_-_readcount_6', 'ORF_003792', '-', 'no'],
 ['c_000000000016', 'polyA_site_05148_-_readcount_3', 'ORF_003792', '-', 'no'],
 ['c_000000000016', 'polyA_site_05149_-_readcount_1', 'ORF_003797', '-', 'no'],
 ['c_000000000016', 'polyA_site_05150_-_readcount_1', 'ORF_003797', '-', 'no'],
 ['c_000000000016', 'polyA_site_05151_-_readcount_1', 'ORF_003799-b', '-', 'no'],
 ['c_000000000016', 'polyA_site_05152_-_readcount_4', 'ORF_003800', '-', 'no'],
 ['c_000000000016', 'polyA_site_05153_-_readcount_2', 'ORF_003802', '-', 'no'],
 ['c_000000000016', 'polyA_site_05154_-_readcount_3', 'FUN_004375', '-', 'no'],
 ['c_000000000016', 'polyA_site_05155_-_readcount_2', 'ORF_003804', '-', 'no'],
 ['c_000000000016', 'polyA_site_05156_-_readcount_7', 'ORF_003805', '-', 'no'],
 ['c_000000000016', 'polyA_site_05157_-_readcount_5', 'ORF_003806', '-', 'no'],
 ['c_000000000016', 'polyA_site_05158_-_readcount_12', 'ORF_003807', '-', 'no'],
 ['c_000000000016', 'polyA_site_05159_-_readcount_6', 'ORF_003808', '-', 'no'],
 ['c_000000000016', 'polyA_site_05160_-_readcount_3', 'ORF_003809', '-', 'no'],
 ['c_000000000016', 'polyA_site_05162_-_readcount_2', 'ORF_003810-a', '-', 'no'],
 ['c_000000000016', 'polyA_site_05164_-_readcount_11', 'ORF_003815', '-', 'no'],
 ['c_000000000016', 'polyA_site_05165_-_readcount_7', 'ORF_003818', '-', 'no'],
 ['c_000000000016', 'polyA_site_05166_-_readcount_1', 'FUN_004396', '-', 'no'],
 ['c_000000000016', 'polyA_site_05167_-_readcount_3', 'ORF_003821', '-', 'no'],
 ['c_000000000016', 'polyA_site_05168_-_readcount_34', 'ORF_003821', '-', 'no'],
 ['c_000000000016', 'polyA_site_05169_-_readcount_2', 'ORF_003821', '-', 'no'],
 ['c_000000000016', 'polyA_site_05170_-_readcount_2', 'ORF_003823', '-', 'no'],
 ['c_000000000016', 'polyA_site_05171_-_readcount_39', 'ORF_003826', '-', 'no'],
 ['c_000000000016', 'polyA_site_05172_-_readcount_3', 'ORF_003826', '-', 'no'],
 ['c_000000000016', 'polyA_site_05173_-_readcount_28', 'ORF_003829', '-', 'no'],
 ['c_000000000016', 'polyA_site_05174_-_readcount_1', 'ORF_003829', '-', 'no'],
 ['c_000000000016', 'polyA_site_05175_-_readcount_1', 'ORF_003833', '-', 'no'],
 ['c_000000000016', 'polyA_site_05176_-_readcount_3', 'ORF_003837', '-', 'no'],
 ['c_000000000016', 'polyA_site_05177_-_readcount_132', 'ORF_003838', '-', 'no'],
 ['c_000000000016', 'polyA_site_05178_-_readcount_22', 'ORF_003839', '-', 'no'],
 ['c_000000000016', 'polyA_site_05179_-_readcount_5', 'ORF_003841', '-', 'no'],
 ['c_000000000016', 'polyA_site_05180_-_readcount_1', 'FUN_004422', '-', 'no'],
 ['c_000000000016', 'polyA_site_05181_-_readcount_1', 'ORF_003844', '-', 'no'],
 ['c_000000000016', 'polyA_site_05183_-_readcount_9', 'ORF_003847', '-', 'no'],
 ['c_000000000016', 'polyA_site_05184_-_readcount_1', 'ORF_003849', '-', 'no'],
 ['c_000000000016', 'polyA_site_05185_-_readcount_1', 'ORF_003850', '-', 'no'],
 ['c_000000000016', 'polyA_site_05186_-_readcount_1', 'FUN_004428', '-', 'no'],
 ['c_000000000016', 'polyA_site_05187_-_readcount_2', 'ORF_003852', '-', 'no'],
 ['c_000000000016', 'polyA_site_05188_-_readcount_4', 'ORF_003858', '-', 'no'],
 ['c_000000000016', 'polyA_site_05190_-_readcount_2', 'FUN_004438', '-', 'no'],
 ['c_000000000016', 'polyA_site_05191_-_readcount_6', 'ORF_003862', '-', 'no'],
 ['c_000000000016', 'polyA_site_05192_-_readcount_4', 'ORF_003869', '-', 'no'],
 ['c_000000000016', 'polyA_site_05193_-_readcount_1', 'ORF_003869', '-', 'no'],
 ['c_000000000016', 'polyA_site_05194_-_readcount_12', 'ORF_003871', '-', 'no'],
 ['c_000000000016', 'polyA_site_05195_-_readcount_2', 'ORF_003877', '-', 'no'],
 ['c_000000000016', 'polyA_site_05196_-_readcount_12', 'ORF_003878', '-', 'no'],
 ['c_000000000016', 'polyA_site_05197_-_readcount_1', 'ORF_003884', '-', 'no'],
 ['c_000000000016', 'polyA_site_05198_-_readcount_1', 'ORF_003884', '-', 'no'],
 ['c_000000000016', 'polyA_site_05199_-_readcount_69', 'ORF_003884', '-', 'no'],
 ['c_000000000016', 'polyA_site_05200_-_readcount_1', 'ORF_003884', '-', 'no'],
 ['c_000000000016', 'polyA_site_05202_-_readcount_23', 'ORF_003888', '-', 'no'],
 ['c_000000000016', 'polyA_site_05203_-_readcount_1', 'ORF_003890', '-', 'no'],
 ['c_000000000015', 'polyA_site_05208_-_readcount_1', 'ORF_003900', '-', 'no'],
 ['c_000000000015', 'polyA_site_05209_-_readcount_1', 'ORF_003901', '-', 'no'],
 ['c_000000000015', 'polyA_site_05210_-_readcount_5', 'ORF_003903', '-', 'no'],
 ['c_000000000015', 'polyA_site_05211_-_readcount_1', 'ORF_003904', '-', 'no'],
 ['c_000000000015', 'polyA_site_05212_-_readcount_7', 'ORF_003906', '-', 'no'],
 ['c_000000000015', 'polyA_site_05213_-_readcount_7', 'FUN_003641', '-', 'no'],
 ['c_000000000015', 'polyA_site_05214_-_readcount_2', 'ORF_003908', '-', 'no'],
 ['c_000000000015', 'polyA_site_05215_-_readcount_1', 'FUN_003643', '-', 'no'],
 ['c_000000000015', 'polyA_site_05216_-_readcount_2', 'ORF_003909', '-', 'no'],
 ['c_000000000015', 'polyA_site_05217_-_readcount_1', 'ORF_003911', '-', 'no'],
 ['c_000000000015', 'polyA_site_05218_-_readcount_2', 'ORF_003911', '-', 'no'],
 ['c_000000000015', 'polyA_site_05219_-_readcount_79', 'ORF_003911', '-', 'no'],
 ['c_000000000015', 'polyA_site_05220_-_readcount_1', 'ORF_003914', '-', 'no'],
 ['c_000000000015', 'polyA_site_05221_-_readcount_8', 'ORF_003915', '-', 'no'],
 ['c_000000000015', 'polyA_site_05222_-_readcount_6', 'ORF_003917', '-', 'no'],
 ['c_000000000015', 'polyA_site_05223_-_readcount_11', 'ORF_003924', '-', 'no'],
 ['c_000000000015', 'polyA_site_05224_-_readcount_1', 'ORF_003925', '-', 'no'],
 ['c_000000000015', 'polyA_site_05225_-_readcount_3', 'ORF_003926', '-', 'no'],
 ['c_000000000015', 'polyA_site_05226_-_readcount_1', 'ORF_003927', '-', 'no'],
 ['c_000000000015', 'polyA_site_05227_-_readcount_2', 'ORF_003930', '-', 'no'],
 ['c_000000000015', 'polyA_site_05228_-_readcount_1', 'ORF_003932', '-', 'no'],
 ['c_000000000015', 'polyA_site_05229_-_readcount_34', 'ORF_003936-b', '-', 'no'],
 ['c_000000000015', 'polyA_site_05230_-_readcount_6', 'ORF_003938', '-', 'no'],
 ['c_000000000015', 'polyA_site_05231_-_readcount_20', 'ORF_003940', '-', 'no'],
 ['c_000000000015', 'polyA_site_05233_-_readcount_1', 'ORF_003952', '-', 'no'],
 ['c_000000000015', 'polyA_site_05234_-_readcount_2', 'ORF_003952', '-', 'no'],
 ['c_000000000015', 'polyA_site_05235_-_readcount_5', 'ORF_003955', '-', 'no'],
 ['c_000000000015', 'polyA_site_05236_-_readcount_5', 'FUN_003704', '-', 'no'],
 ['c_000000000015', 'polyA_site_05237_-_readcount_1', 'ORF_003960', '-', 'no'],
 ['c_000000000015', 'polyA_site_05238_-_readcount_8', 'ORF_003960', '-', 'no'],
 ['c_000000000015', 'polyA_site_05239_-_readcount_1', 'ORF_003960', '-', 'no'],
 ['c_000000000015', 'polyA_site_05240_-_readcount_2', 'FUN_003709', '-', 'no'],
 ['c_000000000015', 'polyA_site_05241_-_readcount_2', 'FUN_003717', '-', 'no'],
 ['c_000000000015', 'polyA_site_05243_-_readcount_31', 'ORF_003974', '-', 'no'],
 ['c_000000000015', 'polyA_site_05244_-_readcount_3', 'ORF_003975', '-', 'no'],
 ['c_000000000015', 'polyA_site_05245_-_readcount_6', 'ORF_003977', '-', 'no'],
 ['c_000000000015', 'polyA_site_05246_-_readcount_8', 'ORF_003983', '-', 'no'],
 ['c_000000000015', 'polyA_site_05247_-_readcount_1', 'ORF_003991', '-', 'no'],
 ['c_000000000015', 'polyA_site_05248_-_readcount_1', 'ORF_003997', '-', 'no'],
 ['c_000000000015', 'polyA_site_05249_-_readcount_3', 'ORF_003999', '-', 'no'],
 ['c_000000000015', 'polyA_site_05250_-_readcount_4', 'ORF_004002', '-', 'no'],
 ['c_000000000015', 'polyA_site_05251_-_readcount_1', 'ORF_004004-b', '-', 'no'],
 ['c_000000000015', 'polyA_site_05252_-_readcount_38', 'ORF_004007', '-', 'no'],
 ['c_000000000015', 'polyA_site_05253_-_readcount_7', 'FUN_003758', '-', 'no'],
 ['c_000000000015', 'polyA_site_05254_-_readcount_14', 'ORF_004014-15', '-', 'no'],
